videoId,Title,UploadDate,VideoType,Duration,DurationInS,ViewCount,LikeCount,CommentCount
iRzlxL-qepw,"dont feel good🤒",2025-02-18,Livestream,4H4M9S,14649,2565440,88781,1780
JyVae6nu0HI,"LONG TIME NO SEE",2025-02-18,Livestream,6H58M50S,25130,3204114,95347,1896
T4_sOUawGD4,"irl Charity Football Match ⚽️ ft. Thierry Henry, Iniesta, KSI, Chunkz & more 🇶🇦 (Match For Hope)",2025-02-14,Livestream,4H12M50S,15170,8432809,232916,5203
qOFU-x4Pikc,"irl at Super Bowl LIX Flag Football Game on YouTube 🏈 ft. Kai Cenat, Druski",2025-02-09,Livestream,2H31M36S,9096,3064134,82653,2778
lowzMhQuh1E,"PLAYING FORTNITE OG UNTIL WE WIN ⛏️🥇 ft. Kai Cenat (RANKED Season 2)",2025-02-05,Livestream,10H18M34S,37114,5244682,143884,2103
Q5_JVaat5zw,"I Met John Cena",2025-02-02,Short,46S,46,26298764,1512345,9755
uKOFbuyRH1E,"my WWE DEBUT🤼💔",2025-02-02,Short,20S,20,8025180,363074,5022
87JeRmiBZak,"irl stream at WWE Royal Rumble 🤼",2025-02-02,Livestream,52M38S,3158,7418835,254572,10962
Mi1w07kgo5g,"irl stream in Bolivia 🇧🇴",2025-01-29,Livestream,27M48S,1668,3425097,90369,14698
qvhH0EgKUiI,"irl stream in Peru 🇵🇪",2025-01-28,Livestream,3H37M,13020,9088561,413762,19984
mn0mcy763iI,"irl stream in Paraguay & Brazil 🇧🇷🇵🇾",2025-01-27,Livestream,2H20M48S,8448,2516063,81030,3640
m3fzVMVEj8U,"irl stream in Uruguay 🇺🇾",2025-01-25,Livestream,3H6M11S,11171,3393960,124697,4951
9xHloVj7b1s,"irl stream in Chile 🇨🇱",2025-01-23,Livestream,4H51S,NaN,7361944,243069,12259
_C7EuXcsveg,"irl stream in Argentina 🇦🇷 35 million….. (20th birthday..)",2025-01-21,Livestream,3H3M18S,10998,7726644,344808,10320
UTHmxfJlxGE,"irl stream in Panama 🇵🇦",2025-01-18,Livestream,3H20M26S,12026,4821127,148870,7924
3bV4x2uLtB0,"irl stream in Ecuador 🇪🇨",2025-01-16,Livestream,3H25M48S,12348,4321961,167388,6027
DGsqQlVTcGE,"irl stream in Guatemala 🇬🇹",2025-01-14,Livestream,2H23M37S,8617,2736802,111679,4419
1GBOYFAHRA0,"irl stream in Colombia 🇨🇴",2025-01-12,Livestream,3H16M13S,11773,5140313,187764,4695
fQWNwRxi_8w,"Beating Red Dead Redemption 2 pt. 4🤠🩸🐎 (not ending until i complete it)",2025-01-08,Livestream,9H14M8S,33248,4366539,110661,3245
XDrzuCwDWhw,"Beating Red Dead Redemption 2 pt. 3🤠🩸🐎 (not ending until i complete it)",2025-01-08,Livestream,11H25M36S,41136,4959752,114360,714
pkJTQ9_q0sk,"Beating Red Dead Redemption 2  pt. 2 🤠🩸🐎  (not ending until i complete it)",2025-01-07,Livestream,11H10M13S,40213,3709444,94767,611
vdNF4aTjGfQ,"Beating Red Dead Redemption 2 pt. 1 🤠🩸🐎 (not ending until i complete it)",2025-01-07,Livestream,11H33M55S,41635,6449438,177364,1353
9NUIiWef3eI,"FIRST OF 2025!",2025-01-05,Livestream,5H14M5S,18845,3125898,86539,1731
dpgRc8PvUIo,"PLAYING FORTNITE UNTIL WE WIN pt 5 ⛏️ ft. Kai Cenat (RANKED)",2024-12-30,Livestream,11H6M49S,40009,8787677,176691,6494
GLCnbEunjSs,"PLAYING FORTNITE UNTIL WE WIN pt 4 ⛏️ ft. Kai Cenat (RANKED)",2024-12-29,Livestream,11H14M59S,40499,6053515,132091,810
tyIuYkABPfo,"PLAYING FORTNITE UNTIL WE WIN pt 3⛏️ ft. Kai Cenat (RANKED)",2024-12-29,Livestream,11H35M18S,41718,8067713,171829,1758
rgNcb8PTvgc,"PLAYING FORTNITE UNTIL WE WIN pt 2⛏️ ft. Kai Cenat (RANKED)",2024-12-28,Livestream,11H41M35S,42095,6609213,165200,839
qkrO2TkbL2A,"PLAYING FORTNITE UNTIL WE WIN ⛏️ ft. Kai Cenat (RANKED)",2024-12-28,Livestream,11H41M40S,42100,8419056,217969,2468
zlNtIRF8JVk,"MERRY CHRISTMAS🎄🎅🏻 OPENING GIFTS🎀✨",2024-12-24,Livestream,2H31M13S,9073,2203701,79694,2675
xLMu9ExcNFI,"MOVIN TO FAST",2024-12-24,Livestream,5H46M18S,20778,2223477,67103,1403
Dm7XL5wC7vI,"ISNT IT LOVELY",2024-12-17,Livestream,3H8M27S,11307,1818390,58487,1980
-QbgVXly-aw,"MESSI IN FORTNITE!?!?!?!? WTF (not ending until i get a win)",2024-12-15,Livestream,7H35S,NaN,6073338,168910,3313
_tQhvJtWw-8,"OG FORTNITE WITH SPEED ⛏️ (not ending until i get a win)",2024-12-07,Livestream,9H26M47S,34007,4396513,126802,4498
zkuaQ3kgM70,"5th December❄️",2024-12-05,Livestream,3H14M22S,11662,1974580,65347,1632
t_npca6fskA,"NEW SETUP REVEAL",2024-12-03,Livestream,3H11M3S,11463,3000433,107449,3438
gJQODaIaB2Y,"irl stream in Australia 🇦🇺 pt 3 Gold Coast",2024-11-28,Livestream,4H18M52S,15532,2437551,67458,3115
sOg3dXxbUh4,"irl stream in New Zealand 🇳🇿 pt 2 Auckland",2024-11-25,Livestream,5H24M34S,19474,2364320,64810,2660
1y3tKRekf_w,"HAKA🇳🇿 #ishowspeed",2024-11-24,Short,49S,49,6827122,338057,7174
eFz30QfDvwg,"irl stream in New Zealand 🇳🇿",2024-11-24,Livestream,4H14M4S,15244,2532841,71187,3373
YPabvqBLo8w,"irl stream in Australia 🇦🇺 pt 2",2024-11-22,Livestream,4H3M,14580,2101115,68373,2454
C8Gqmu4p49s,"irl stream in Australia 🇦🇺",2024-11-21,Livestream,4H5M40S,14740,2850700,99564,3822
DvaPazAX7lw,"NOT ENDING UNTIL I LAND A DOUBLE BACKFLIP....",2024-11-13,Livestream,5H9M8S,18548,3896985,127624,1661
1O5GVUU7qvI,"YOU ARE MY FRIEND",2024-11-12,Livestream,3H24M3S,12243,2126499,65057,1390
4mxjWDRw3lU,"11/11 MAKE A WISH",2024-11-11,Livestream,4H39M54S,16794,2401322,77608,1394
DtRK1sRNBq8,"I Raced The Fastest Man Alive🏃🏾💨",2024-11-07,Short,23S,23,13658146,715921,11363
HZXefjyU-eM,"SPEED vs NOAH LYLES 🏃🏾💨 (FASTEST MAN ALIVE)",2024-11-07,Livestream,39M20S,2360,3090853,102438,6760
gK7ujITLzao,"33 million......",2024-11-06,Livestream,51M20S,3080,1514456,70594,2305
UBY_0r-Gwiw,"Speed x Paul Pogba🇫🇷",2024-11-05,Short,20S,20,19493359,1111604,7746
yNOmR0Fq3RM,"SPEED X PAUL POGBA 🇫🇷",2024-11-05,Livestream,3H2M4S,10924,6467095,275747,4100
uCQDC4rkA5k,"WHAT DO U WANNA DO🤨",2024-11-04,Livestream,5H33M48S,20028,3322345,90593,2529
wFwYaEzlmQQ,"NOVEMBER🍁santai🍁Ch.2",2024-11-02,Livestream,4H1M25S,14485,2290339,78957,1956
k-VgUvmBH8E,"irl trick or treat + haunted house stream👀🎃🧌",2024-11-01,Livestream,2H24M27S,8667,2384049,81834,2578
c70s8ux50lQ,"irl HAUNTED HOUSE ft. MrBeast, xQc, Logan Paul, Fanum & Lexi Rivera🎃👻💀",2024-10-31,Livestream,2H2M21S,7341,6215169,215367,9226
WHgJX12AhTQ,"irl Ballon d’Or stream 🏆 2024",2024-10-28,Livestream,3H22M26S,12146,12819950,366265,2800
wk1WLOa6jBA,"BEATING FEARS TO FATHOM ☠️ ALL EPISODES",2024-10-13,Livestream,5H5M25S,18325,2757116,82062,3518
bPihACF7MIs,"my legs hurt 😞",2024-10-12,Livestream,3H58M37S,14317,2676944,80925,1872
mRSF3lDKSWo,"Attempting the MOST BACKFLIPS in 24 HOURS Pt. 2 (WORLD RECORD)",2024-10-09,Livestream,7H9M47S,25787,4460807,107135,3802
Er2qHguUr_0,"Attempting the MOST BACKFLIPS in 24 HOURS (WORLD RECORD)",2024-10-09,Livestream,11H27M38S,41258,6933925,202607,909
mFsCe7AIxq8,"sick of it",2024-10-07,Livestream,2H54M13S,10453,2570909,90867,2774
NQ6LAuWLsmM,"BEATING OUTLAST 2 (HORROR GAME) ☠️🕷️",2024-10-03,Livestream,6H5M54S,21954,3055533,100451,2192
O4SLIxC3s8I,"BEATING OUTLAST  (HORROR GAME) ☠️🕷️🕸️👻",2024-10-02,Livestream,3H54M14S,14054,4261746,107593,2353
Qq2CpCNGiZA,"RETURN... OF SPEEEEEED 💀🎃",2024-10-01,Livestream,3H37M23S,13043,3328457,123609,3032
g5Xj6GFuHzA,"irl stream in Philippines pt 3 🇵🇭 Cebu City",2024-09-25,Livestream,1H9M57S,4197,4755789,132535,13160
oZxOzl441qQ,"irl stream in Singapore 🇸🇬 32 million……..",2024-09-24,Livestream,4H38M20S,16700,6976684,185619,7665
bh4Y6M4KJoY,"irl stream in Cambodia pt 2 🇰🇭 Phnom Penh",2024-09-23,Livestream,3H1M35S,10895,5503800,188421,6685
8FzcNN3ZvB0,"irl stream in Indonesia pt 3 🇮🇩 Yogyakarta",2024-09-21,Livestream,2H14M21S,8061,11617979,456316,32771
BF9qBZhlgsY,"irl stream in Indonesia pt 2 🇮🇩 Bali",2024-09-20,Livestream,3H59M44S,14384,15635967,621551,19643
fbTph-qZTHM,"CRAZY IN INDONESIA 🇮🇩 #ishowspeed",2024-09-19,Short,59S,59,11896715,606318,16323
9s6imDGjy08,"irl stream in Indonesia 🇮🇩",2024-09-18,Livestream,3H47M48S,13668,27383137,1203730,52390
Ws9hCaDuUWQ,"irl stream in Malaysia 🇲🇾",2024-09-17,Livestream,4H55M8S,17708,10530650,293309,21019
yyNDJuMCxDc,"irl stream in Cambodia 🇰🇭 30 million.......",2024-09-16,Livestream,50M52S,3052,4588220,227870,9427
VTorUJcMYGg,"irl stream in Vietnam 🇻🇳",2024-09-14,Livestream,3H36M21S,12981,7814551,275674,14598
_xbSg_KRa-E,"spar with manny pacquiao 🥊🇵🇭 #ishowspeed",2024-09-12,Short,28S,28,6382634,322059,4992
F4DvCG9Nhlk,"irl stream in Philippines pt 2 🇵🇭 ft. Manny Pacquiao",2024-09-12,Livestream,3H14M37S,11677,8884027,276831,12831
qWuJYrEZBkw,"irl stream in Philippines 🇵🇭",2024-09-11,Livestream,3H24M53S,12293,8801756,307124,23821
8Z-5l40luGc,"irl stream in Thailand pt 2 🇹🇭 Pattaya City",2024-09-10,Livestream,5H30M11S,19811,6803310,244062,6165
oaRc-P3Na-w,"irl stream in Thailand 🇹🇭",2024-09-09,Livestream,4H9M11S,14951,6584654,251951,8671
1bsq3F2ztSs,"FRESH + NEW 100k ROBOT!",2024-09-02,Livestream,3H12M46S,11566,2901805,103089,3030
zTlp-6YZ7ck,"omg he’s passing me 💔 please sub up",2024-08-23,Short,19S,19,26187630,1234469,23362
mlkf3D_cd20,"RONALDO ABOUT TO PASS ME IN SUBS!",2024-08-23,Livestream,25M54S,1554,4316632,251383,15683
ObC3wVRB26Q,"BEATING MINECRAFT HARDCORE PART 10 ⛏️🍄 ft. Kai Cenat",2024-08-22,Livestream,7H40M3S,27603,6060260,179841,8007
ZIOcuNXfN5o,"BEATING MINECRAFT HARDCORE PART 9 ⛏️🍄 ft. Kai Cenat",2024-08-22,Livestream,11H41M18S,42078,7312933,187367,1371
WkZM7aRRmZU,"BEATING MINECRAFT HARDCORE PART 8⛏️🍄 ft. Kai Cenat",2024-08-21,Livestream,11H9M3S,40143,4337626,98081,607
-U6f8X_eaXc,"BEATING MINECRAFT HARDCORE PART 7 ⛏️🍄 ft. Kai Cenat",2024-08-21,Livestream,11H23M9S,40989,6333235,144029,1067
tA7mHytQEYU,"BEATING MINECRAFT HARDCORE PART 6⛏️🍄 ft. Kai Cenat",2024-08-20,Livestream,8H49M32S,31772,3409251,85396,587
xESR8jnAicw,"BEATING MINECRAFT HARDCORE PART 5 ⛏️🍄 ft. Kai Cenat (28 million….)",2024-08-20,Livestream,10H39M5S,38345,5742405,135925,928
S8nGD6tbAio,"BEATING MINECRAFT HARDCORE PART 4⛏️🍄 ft. Kai Cenat",2024-08-19,Livestream,10H5M4S,36304,5431421,135071,1532
OoNndQzHMlI,"BEATING MINECRAFT HARDCORE PART 3 ⛏️🍄 ft. Kai Cenat",2024-08-19,Livestream,11H22M39S,40959,5261853,135240,1286
VsarYwQyoss,"BEATING MINECRAFT HARDCORE PART 2 ⛏️🍄 ft. Kai Cenat",2024-08-18,Livestream,10H57M35S,39455,5657510,155215,1124
yPqc2vJeDEs,"BEATING MINECRAFT HARDCORE ⛏️🍄 ft. Kai Cenat",2024-08-18,Livestream,11H35M12S,41712,5536190,179343,3120
XAVIRaqQQyg,"Speed beats Travis Scott in a race😭",2024-08-16,Short,31S,31,8925487,502255,3858
U84rZ3SI2a0,"irl stream in New York at Fanatics Fest",2024-08-16,Livestream,3H56M18S,14178,2953004,79260,1857
SEIaP0y8ohE,"JUMPED OVER 2 CARS….HISTORY!🏎️💨 #ishowspeed",2024-08-03,Short,33S,33,7227177,497230,9133
VQLPMbzca6w,"irl JUMPING OVER 2 CARS🏎️💨",2024-08-03,Livestream,31M24S,1884,1988340,122362,6282
_e1E1Endh2Y,"ENGLISH OR SPANISH?",2024-07-30,Livestream,2H14M28S,8068,4171325,121249,7506
MS_eha4MYUY,"RETURN STREAM + GOODBYE TO DOG 💔",2024-07-27,Livestream,2H10M18S,7818,3003444,110826,3350
P_CutuC9UUc,"⛓️BEATING CHAINED TOGETHER⛓️ ft. Kai Cenat",2024-07-22,Livestream,1H1M17S,3677,3449276,154790,3552
uw2AaFkmzOc,"⛓️CHAINED TOGETHER⛓️ ft. Kai Cenat",2024-07-22,Livestream,11H31M22S,41482,9993900,318286,4060
4Gu8Hq5hpvk,"27 million.....",2024-07-20,Livestream,9M37S,577,2719599,150501,7991
cJoiHG4U0Ms,"🥚 challenge w/ MrBeast, Kai & Logan Paul",2024-07-19,Short,22S,22,13964668,589405,2834
vf_EczgiP1s,"irl stream in Ireland 🇮🇪",2024-07-19,Livestream,1H39M23S,5963,4585064,163220,8133
vJiSTu7Za-c,"irl stream in Denmark 🇩🇰",2024-07-18,Livestream,2H27M,8820,4984213,190049,11069
JMnV1OREFDo,"irl stream returning to Norway 💀🇳🇴",2024-07-17,Livestream,3H8M,11280,8708334,260297,10716
VxDubYjDux8,"irl stream in Hungary 🇭🇺",2024-07-16,Livestream,1H52M40S,6760,4205731,169420,9000
f0DmRB1LGws,"irl stream in Austria 🇦🇹",2024-07-16,Livestream,2H58M15S,10695,4479119,201478,4881
evopWnMeCM0,"irl stream in Czech Republic 🇨🇿",2024-07-13,Livestream,1H41M57S,6117,3711576,149132,7647
OAtqkkQ3eLE,"irl stream in Romania 🇷🇴",2024-07-12,Livestream,3H31M46S,12706,6461121,285108,9757
xhxL1h2RiEE,"irl stream in Bulgaria 🇧🇬",2024-07-11,Livestream,2H35M42S,9342,5002435,201464,6206
SCa89hd_eJY,"Zlatan embarrasses Speed 😂 #ishowspeed",2024-07-09,Short,32S,32,44209461,1871331,13873
tzslN2r1rgY,"irl stream in Milan Italy 🇮🇹 ft. Zlatan Ibrahimovic",2024-07-09,Livestream,1H34M21S,5661,6102504,257244,6664
NCA_O0oSItM,"irl stream in Greece 🇬🇷",2024-07-08,Livestream,2H47M38S,10058,5479076,212404,9868
mGT8mFqHPrQ,"irl stream in Poland 🇵🇱 Kraków (26 million……)",2024-07-07,Livestream,3H6M2S,11162,11858870,526378,15893
GaXdgQYLFw0,"irl stream in Switzerland 🇨🇭",2024-07-06,Livestream,2H52M53S,10373,4775152,166836,7395
AAVLwucFFSM,"Portugal 🇵🇹 vs France 🇫🇷 EUROS irl",2024-07-05,Livestream,2H47M28S,10048,5843235,178725,8146
_rgQQ89zND0,"irl stream in Norway 🇳🇴",2024-07-03,Livestream,1H57M26S,7046,5990408,170475,21441
vQK6F_Z9Y3A,"irl stream in Sweden 🇸🇪",2024-07-03,Livestream,3H9M33S,11373,4097989,150301,4652
J6Hxw1Fzt1M,"irl stream in Poland 🇵🇱",2024-07-02,Livestream,2H17M51S,8271,4638290,193851,8985
NTL3KHsj3NI,"Portugal 🇵🇹 vs Slovenia 🇸🇮 EUROS irl",2024-07-01,Livestream,2H58M32S,10712,3272274,105228,2307
uDr3gD28tlg,"irl stream in Belgium 🇧🇪",2024-06-28,Livestream,4H41M35S,16895,4082999,142332,4611
ixsZREsgVo4,"irl F1 Driving / Racing stream 🏎️💨",2024-06-27,Livestream,2H17M9S,8229,1902359,71670,2109
Qbd0JhZUTjQ,"irl stream in Netherlands 🇳🇱",2024-06-24,Livestream,3H29M39S,12579,4917328,150120,7863
wZG7g8pTHXM,"Jumping over bridges in Italy 🇮🇹  #ishowspeed",2024-06-23,Short,39S,39,13102138,676956,6556
o595drmP55U,"irl stream in Italy 🇮🇹 🌊",2024-06-23,Livestream,2H13M51S,8031,2922513,157727,3606
TB_DSXWtZ8U,"Portugal 🇵🇹 vs Turkey 🇹🇷 EUROS irl",2024-06-22,Livestream,2H17M59S,8279,2576520,89508,1594
hWDIHvBEzIY,"irl stream in Albania 🇦🇱",2024-06-20,Livestream,2H16M37S,8197,2332667,92051,4238
LP7Q_ZST8WQ,"Portugal 🇵🇹 vs Czechia 🇨🇿 EUROS irl meeting Ronaldo",2024-06-18,Livestream,3H50M3S,13803,4148850,152729,3296
gtATq8Zs7po,"irl stream in Germany 🇩🇪",2024-06-16,Livestream,3H3M53S,11033,4261930,140021,5518
lDIkFUYGGFM,"""OMG SPEED IS LIVE""",2024-06-11,Livestream,4H14M54S,15294,1215024,47070,948
bsXbg1GdJWs,"@ISHOWSPEED 2X",2024-06-09,Livestream,5H1M35S,18095,3223162,95039,24323
-83vQFLOrpY,"how long has it been",2024-06-06,Livestream,2H37M6S,9426,1803563,64662,2417
iitET2IZ0rE,"$100,000 WIPEOUT with MrBeast and KSI",2024-06-04,Livestream,1H30S,NaN,7795214,260894,6626
HBZQ9imgzvk,"IShowSpeed in Disguise🤓",2024-06-03,Short,49S,49,11822737,561464,5748
W97utgzT9II,"25 million.......",2024-06-02,Livestream,15M46S,946,896955,56753,2900
n-KG_C7Sui4,"irl stream in Spain Madrid 🇪🇸",2024-05-31,Livestream,1H19M45S,4785,2659192,97197,4426
d-LZyh87HMI,"goodbye amy 💔",2024-05-26,Livestream,28M47S,1727,3988312,185253,15303
1JG-cHGLyo4,"ONANA MEME SPEED🤣",2024-05-25,Short,19S,19,6490837,276434,1473
g6YmKVykA6s,"SUIII GARNACHOOOOO",2024-05-25,Short,13S,13,23162844,989470,5256
HnYc0W8tkmQ,"FA Cup Final United vs City 🏴󠁧󠁢󠁥󠁮󠁧󠁿 irl stream",2024-05-25,Livestream,3H58M22S,14302,7445724,218665,4955
FlB2EpplPgw,"speed & amy reunion stream 🫶",2024-05-24,Livestream,3H10M7S,11407,5198202,170965,6670
GjprneTcB9s,"irl stream in New York 🇺🇸",2024-05-23,Livestream,3H30M42S,12642,6922051,143893,6226
HAuZNfsTVPE,"im cruisinggggg",2024-05-21,Livestream,2H37M57S,9477,1441412,49437,1418
DUtFPxT-_ME,"irl LAST OF KOREA 🇰🇷",2024-05-17,Livestream,5H15M36S,18936,7571166,259123,9042
fTE7mD70izs,"irl nightlife in South Korea 🇰🇷",2024-05-14,Livestream,5H12M9S,18729,5764946,200922,6731
s7abxsByIJ8,"irl stream in South Korea 🇰🇷",2024-05-13,Livestream,3H39M31S,13171,6499087,139734,7442
DnGEZzC0mrM,"cheap live",2024-05-10,Livestream,3H24M36S,12276,1344550,43416,1568
BNCyTA6KPQA,"MONEY. POWER. RESPECT",2024-05-09,Livestream,3H52M7S,13927,1483789,39833,739
C6AiozS6j7U,"24 hour Stream pt.2",2024-05-07,Livestream,11H54M59S,42899,2787143,89086,1678
sPEAf5Q0PJo,"24 hour steram",2024-05-07,Livestream,11H54M,42840,1791777,57354,848
yQmOGEsx0no,"〜ɢᵒᵒᵈ ɴⁱᵍᵗʰ( ᵕᴗᵕ)*･☪︎·̩͙",2024-05-05,Livestream,4H49M33S,17373,1036312,35390,1008
Za-UES8CdSw,"dog park stream + home noew",2024-05-03,Livestream,4H14M34S,15274,991062,31541,826
HGeKVc1yE1w,"SPIN N TURN🌀🌀🌀",2024-05-02,Livestream,5H18M48S,19128,1028968,33731,548
5Shrd2fps24,"Float like a butterfly 🦋sting like a bee🐝",2024-04-28,Livestream,4H52M21S,17541,1080298,32658,1083
DXaGAb9A0lI,"IMMA TELL U ONE TIMEE",2024-04-27,Livestream,4H23M40S,15820,1083699,31013,855
kXd_K0Rp0_8,"im speed n i stream evreyday",2024-04-26,Livestream,4H43M28S,17008,995195,34800,1197
jk8gNlH0eyM,"NFL DRAFT COMBINE STREAM ft. Sketch",2024-04-24,Livestream,1H34M26S,5666,1075126,34696,2150
BWpBi0Gz4Dw,"jump of JOY",2024-04-23,Livestream,4H11M34S,15094,1056146,36560,839
Rp4Vfwn4GBw,"irl catching alligators🐊/ animal stream",2024-04-23,Livestream,1H25M,5100,1415522,45764,1558
MQupfApIV7Q,"Real Madrid🇪🇸 Vs Manchester City🏴󠁧󠁢󠁥󠁮󠁧󠁿 irl stream UCL⚽️",2024-04-17,Livestream,3H20M5S,12005,3820609,129946,1730
7MFnIyBeRaY,"24 million.......",2024-04-15,Livestream,41M25S,2485,1202340,73059,3965
